fatal: Logger test fatal message
fatal: Logger test fatal message
fatal: Logger test fatal message
error: Logger test error message
warning: Logger test warning message
info: Logger test info message
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk2MjI4MDYsImV4cCI6MTcxOTYyNjQwNn0.wRbOq29TyyonzYODpAqzoDw2TFAtiIsuIAVJ4HqDMS4 - 22:00:17
http: POST in /api/sessions/reset-password - 22:00:26
http: GET in /login - 22:02:01
http: GET in /forgot-password - 22:02:03
http: POST in /api/sessions/forgot-password - 22:02:08
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk2MjI4MDYsImV4cCI6MTcxOTYyNjQwNn0.wRbOq29TyyonzYODpAqzoDw2TFAtiIsuIAVJ4HqDMS4 - 22:02:22
http: POST in /api/sessions/reset-password - 22:02:33
http: GET in /login - 22:04:53
http: GET in /forgot-password - 22:04:54
http: POST in /api/sessions/forgot-password - 22:04:58
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk2MjMwOTgsImV4cCI6MTcxOTYyNjY5OH0.kKUota4sZ-FSklGucs7gAFcOKDh2hU8yIR828WZ8AQ4 - 22:05:11
http: POST in /api/sessions/reset-password - 22:05:20
http: GET in /login - 13:29:41
http: GET in /favicon.ico - 13:29:42
http: GET in /forgot-password - 13:29:43
http: POST in /api/sessions/forgot-password - 13:29:48
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk3NjQ5ODgsImV4cCI6MTcxOTc2ODU4OH0.Jh1XgdxNZ2MCKRzO6UDX1bOrxPBk6ywQ6vF6Ea584fY - 13:30:11
http: POST in /api/sessions/reset-password - 13:30:23
http: GET in /login - 13:35:19
http: GET in /forgot-password - 13:35:21
http: POST in /api/sessions/forgot-password - 13:35:25
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk3NjUzMjUsImV4cCI6MTcxOTc2ODkyNX0.HfJlPbytFymBi5c988B_T8GGYcoCKF80OaQYrIMrkPw - 13:35:35
http: POST in /api/sessions/reset-password - 13:35:44
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk3NjUzMjUsImV4cCI6MTcxOTc2ODkyNX0.HfJlPbytFymBi5c988B_T8GGYcoCKF80OaQYrIMrkPw - 13:35:53
http: POST in /api/sessions/reset-password - 13:36:02
http: GET in /login - 13:40:34
http: GET in /forgot-password - 13:40:39
http: POST in /api/sessions/forgot-password - 13:40:42
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk3NjU2NDIsImV4cCI6MTcxOTc2OTI0Mn0.nwL0Sf1JXToXODmt7fCJk6NRP3A2YrJ8wO9-hclObSM - 13:40:52
http: POST in /api/sessions/reset-password - 13:40:59
http: GET in /login - 13:47:11
http: GET in /forgot-password - 13:47:14
http: POST in /api/sessions/forgot-password - 13:47:17
http: GET in /reset-password/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NjdkZDAxNDdmOWZlZGM4OGRiNzRhYWUiLCJpYXQiOjE3MTk3NjYwMzcsImV4cCI6MTcxOTc2OTYzN30.UEeMf-3X15TF-Jqt3kilrVeTha4NwQbzWsQUJxtjV3o - 13:47:29
http: POST in /api/sessions/reset-password - 13:47:39
http: GET in /login - 15:43:27
http: GET in /favicon.ico - 15:43:27
http: POST in /api/sessions/login - 15:43:33
warning: Error en el controlador al logearse: Error de inicio de sesión! {"stack":"Error: Error de inicio de sesión!\n    at Object.loginUser (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/services/userService.js:21:15)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async login (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/controllers/userController.js:41:22)"}
http: GET in /login - 15:43:34
http: POST in /api/sessions/login - 15:43:40
http: GET in /products - 15:43:41
http: GET in /realtimeproducts - 15:44:01
http: GET in /products - 15:44:02
http: POST in /api/products - 15:44:42
http: DELETE in /api/products/661ec097aa774e7a47091370 - 15:48:22
http: GET in /realtimeproducts - 15:51:04
http: GET in /products - 15:51:04
http: POST in /api/products - 15:51:41
warning: Error en el controlador al crear el producto: One ore more properties were not valid.
    List of required properties:
    * title: needs to be a String, received musculosa
    * description: needs to be a String, received musculosa adidas
    * code: must be unique, received 444
    * price: needs to be a Number, received undefined
    * status: needs to be a Boolean (true or false), received undefined
    * stock: needs to be a Number, received 40
    * category: needs to be a String, received ropa
    * thumbnail: must end with .jpg, received undefined {"stack":"Error: One ore more properties were not valid.\n    List of required properties:\n    * title: needs to be a String, received musculosa\n    * description: needs to be a String, received musculosa adidas\n    * code: must be unique, received 444\n    * price: needs to be a Number, received undefined\n    * status: needs to be a Boolean (true or false), received undefined\n    * stock: needs to be a Number, received 40\n    * category: needs to be a String, received ropa\n    * thumbnail: must end with .jpg, received undefined\n    at Object.createProduct (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/services/productService.js:26:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async createProduct (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/controllers/productController.js:56:24)"}
http: GET in /realtimeproducts - 15:57:19
http: GET in /products - 15:57:19
http: POST in /api/products - 15:57:39
warning: Error en el controlador al crear el producto: One ore more properties were not valid.
    List of required properties:
    * title: needs to be a String, received musculosa
    * description: needs to be a String, received adidas
    * code: must be unique, received 444
    * price: needs to be a Number, received undefined
    * status: needs to be a Boolean (true or false), received undefined
    * stock: needs to be a Number, received 40
    * category: needs to be a String, received ropa
    * thumbnail: must end with .jpg, received undefined {"stack":"Error: One ore more properties were not valid.\n    List of required properties:\n    * title: needs to be a String, received musculosa\n    * description: needs to be a String, received adidas\n    * code: must be unique, received 444\n    * price: needs to be a Number, received undefined\n    * status: needs to be a Boolean (true or false), received undefined\n    * stock: needs to be a Number, received 40\n    * category: needs to be a String, received ropa\n    * thumbnail: must end with .jpg, received undefined\n    at Object.createProduct (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/services/productService.js:26:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async createProduct (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/controllers/productController.js:56:24)"}
http: GET in /realtimeproducts - 15:59:09
http: GET in /products - 15:59:09
http: POST in /api/products - 15:59:30
http: GET in /realtimeproducts - 15:59:41
http: GET in /products - 15:59:41
http: DELETE in /api/products/6682fc92fb1c359a76cd9590 - 15:59:47
http: GET in /login - 16:02:05
http: POST in /api/sessions/login - 16:02:13
http: GET in /products - 16:02:13
http: GET in /realtimeproducts - 16:02:21
http: GET in /products - 16:02:21
http: POST in /api/products - 16:03:02
warning: Error en el controlador al crear el producto: One ore more properties were not valid.
    List of required properties:
    * title: needs to be a String, received musculosa
    * description: needs to be a String, received nike
    * code: must be unique, received 445
    * price: needs to be a Number, received undefined
    * status: needs to be a Boolean (true or false), received undefined
    * stock: needs to be a Number, received 50
    * category: needs to be a String, received ropa
    * thumbnail: must end with .jpg, received undefined {"stack":"Error: One ore more properties were not valid.\n    List of required properties:\n    * title: needs to be a String, received musculosa\n    * description: needs to be a String, received nike\n    * code: must be unique, received 445\n    * price: needs to be a Number, received undefined\n    * status: needs to be a Boolean (true or false), received undefined\n    * stock: needs to be a Number, received 50\n    * category: needs to be a String, received ropa\n    * thumbnail: must end with .jpg, received undefined\n    at Object.createProduct (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/services/productService.js:26:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async createProduct (file:///C:/Users/Dimitri/OneDrive/Desktop/curso%20backend/src/controllers/productController.js:56:24)"}
http: GET in /realtimeproducts - 16:16:44
http: GET in /products - 16:16:44
http: GET in /realtimeproducts - 16:16:46
http: GET in /products - 16:16:46
http: POST in /api/products - 16:17:18
http: GET in /realtimeproducts - 16:17:27
http: GET in /products - 16:17:28
http: GET in /login - 16:22:09
http: POST in /api/sessions/login - 16:22:14
http: GET in /products - 16:22:15
http: GET in /realtimeproducts - 16:22:21
http: GET in /products - 16:22:21
http: POST in /api/products - 16:23:06
http: GET in /realtimeproducts - 16:23:32
http: GET in /products - 16:23:32
http: GET in /login - 16:49:18
http: POST in /api/sessions/login - 16:49:24
http: GET in /products - 16:49:24
http: GET in /realtimeproducts - 16:49:51
http: GET in /products - 16:49:51
http: POST in /api/products - 16:50:25
http: GET in /realtimeproducts - 16:52:18
http: GET in /products - 16:52:18
http: POST in /api/products - 16:52:50
http: GET in /api/products - 16:53:18
http: GET in /login - 16:58:53
http: POST in /api/sessions/login - 16:59:03
http: GET in /products - 16:59:04
http: GET in /realtimeproducts - 16:59:09
http: GET in /products - 16:59:10
http: POST in /api/products - 16:59:42
http: GET in /api/products - 17:00:11
http: GET in /realtimeproducts - 17:02:00
http: GET in /products - 17:02:01
http: GET in /realtimeproducts - 17:02:02
http: GET in /products - 17:02:02
http: POST in /api/products - 17:02:29
http: GET in /login - 17:03:46
http: POST in /api/sessions/login - 17:03:50
http: GET in /products - 17:03:51
http: GET in /realtimeproducts - 17:03:56
http: GET in /products - 17:03:56
http: POST in /api/products - 17:04:21
http: GET in /realtimeproducts - 17:04:28
http: GET in /products - 17:04:28
http: GET in /login - 17:10:38
http: POST in /api/sessions/login - 17:10:42
http: GET in /products - 17:10:43
http: GET in /realtimeproducts - 17:10:49
http: GET in /products - 17:10:49
http: POST in /api/products - 17:11:18
http: POST in /api/sessions/logout - 17:11:39
http: GET in /login - 17:11:39
http: POST in /api/sessions/login - 17:11:53
http: GET in /products - 17:11:54
http: GET in /realtimeproducts - 17:12:00
http: GET in /products - 17:12:01
http: POST in /api/products - 17:12:39
http: GET in /realtimeproducts - 17:12:45
http: GET in /products - 17:12:45
http: GET in /realtimeproducts - 17:12:51
http: GET in /products - 17:12:52
http: GET in /login - 17:14:44
http: POST in /api/sessions/login - 17:14:52
http: GET in /products - 17:14:52
http: GET in /realtimeproducts - 17:14:58
http: GET in /products - 17:14:58
http: POST in /api/products - 17:15:32
http: POST in /api/sessions/logout - 17:16:07
http: GET in /login - 17:16:07
http: POST in /api/sessions/login - 17:16:10
http: GET in /products - 17:16:11
http: GET in /realtimeproducts - 17:16:15
http: GET in /products - 17:16:16
http: POST in /api/products - 17:16:40
http: GET in /api/products - 17:16:54
http: GET in /login - 15:33:07
http: GET in /favicon.ico - 15:33:07
http: POST in /api/sessions/login - 15:33:11
http: GET in /products - 15:33:11
http: GET in /realtimeproducts - 15:33:21
http: GET in /products - 15:33:22
http: POST in /api/products - 15:33:55
http: POST in /api/products - 15:34:43
http: GET in /login - 15:38:46
http: POST in /api/sessions/login - 15:38:50
http: GET in /products - 15:38:50
http: GET in /realtimeproducts - 15:39:03
http: GET in /products - 15:39:04
http: POST in /api/products - 15:39:26
http: POST in /api/products - 15:40:19
http: POST in /api/sessions/logout - 15:43:36
http: GET in /login - 15:43:37
http: POST in /api/sessions/login - 15:43:40
http: GET in /products - 15:43:41
http: GET in /realtimeproducts - 15:43:47
http: GET in /products - 15:43:47
http: POST in /api/products - 15:44:23
http: DELETE in /api/products/6683021a680b12ecd8e80fd9 - 15:44:50
http: POST in /api/sessions/logout - 15:44:55
http: GET in /login - 15:44:56
http: POST in /api/sessions/login - 15:45:00
http: GET in /products - 15:45:00
http: GET in /login - 15:45:01
http: POST in /api/sessions/login - 15:45:12
http: GET in /products - 15:45:12
http: GET in /realtimeproducts - 15:45:18
http: GET in /products - 15:45:19
http: DELETE in /api/products/6683021a680b12ecd8e80fd9 - 15:45:22
http: GET in /products - 15:45:24
http: GET in /realtimeproducts - 15:45:26
http: GET in /products - 15:45:26
http: POST in /api/sessions/logout - 15:45:55
http: GET in /login - 15:45:55
http: POST in /api/sessions/login - 15:46:18
http: GET in /products - 15:46:19
http: GET in /realtimeproducts - 15:46:30
http: GET in /products - 15:46:30
http: DELETE in /api/products/66830d66d7cc8c4ca5718c42 - 15:46:35
http: GET in /products - 15:46:37
http: GET in /realtimeproducts - 15:47:25
http: GET in /products - 15:47:25
http: POST in /api/products - 15:47:56
http: POST in /api/sessions/logout - 15:48:02
http: GET in /login - 15:48:02
http: POST in /api/sessions/login - 15:48:05
http: GET in /products - 15:48:05
http: GET in /realtimeproducts - 15:48:17
http: GET in /products - 15:48:17
http: DELETE in /api/products/665f530464fb0f1866a4e9dc - 15:48:30
http: DELETE in /api/products/66830db7d7cc8c4ca5718c4c - 15:48:51
http: GET in /realtimeproducts - 15:49:30
http: GET in /products - 15:49:31
http: DELETE in /api/products/665f58bb5dc2cf90a25caf8e - 15:49:39
http: DELETE in /api/products/66830bc58ef346540f8eb783 - 15:56:45
http: GET in /products - 15:56:48
http: GET in /realtimeproducts - 15:56:51
http: GET in /products - 15:56:51
http: DELETE in /api/products/6684495ee200750ac114d5de - 15:56:54
http: GET in /products - 15:56:56
http: GET in /realtimeproducts - 15:56:59
http: GET in /products - 15:56:59
http: DELETE in /api/products/66844993924cbe55c22aa913 - 15:57:01
http: GET in /products - 15:57:03
http: GET in /realtimeproducts - 15:57:05
http: GET in /products - 15:57:05
http: DELETE in /api/products/66844b5c924cbe55c22aa941 - 15:57:07
http: POST in /api/sessions/logout - 16:02:56
http: GET in /login - 16:02:56
http: POST in /api/sessions/login - 16:02:59
http: GET in /products - 16:02:59
http: GET in /realtimeproducts - 16:03:06
http: GET in /products - 16:03:06
http: DELETE in /api/products/661ebeecf1f9877ce51a66e4 - 16:03:12
http: GET in /realtimeproducts - 16:06:04
http: GET in /products - 16:06:05
http: DELETE in /api/products/665f530464fb0f1866a4e9dc - 16:06:09
http: DELETE in /api/products/661ebeecf1f9877ce51a66e4 - 16:06:14
http: DELETE in /api/products/66844b5c924cbe55c22aa941 - 16:06:22
http: DELETE in /api/products/66830db7d7cc8c4ca5718c4c - 16:06:25
http: DELETE in /api/products/668300bea707238058fc0fd6 - 16:06:28
http: GET in /products - 16:06:30
http: GET in /realtimeproducts - 16:06:32
http: GET in /products - 16:06:32
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:10:48
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:10:51
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/6614374a2066493018690269 - 16:10:53
http: GET in /cart/667dd0147f9fedc88db74aac - 16:10:55
http: GET in /products - 16:10:58
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661993209600659fd1382e6d - 16:11:02
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/6614554a2bbe98d64db7402e - 16:11:06
http: GET in /login - 16:11:45
http: POST in /api/sessions/login - 16:11:54
http: GET in /products - 16:11:54
http: POST in /api/carts/665cfba1ff5b8311141253e2/product/661313e8bf6d8b498139a05e - 16:11:56
http: GET in /cart/665cfba1ff5b8311141253e2 - 16:12:00
http: GET in /products - 16:12:02
http: POST in /api/sessions/logout - 16:12:04
http: GET in /login - 16:12:04
http: POST in /api/sessions/login - 16:12:07
http: GET in /products - 16:12:07
http: POST in /api/carts/665e216c125f7a565d57d3af/product/661313e8bf6d8b498139a05e - 16:12:09
http: POST in /api/carts/665e216c125f7a565d57d3af/product/6614374a2066493018690269 - 16:12:11
http: POST in /api/carts/665e216c125f7a565d57d3af/product/6614554a2bbe98d64db7402e - 16:12:12
http: POST in /api/sessions/logout - 16:12:14
http: GET in /login - 16:12:15
http: POST in /api/sessions/login - 16:12:19
http: GET in /products - 16:12:19
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:12:22
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/6614374a2066493018690269 - 16:12:23
http: GET in /cart/667dd0147f9fedc88db74aac - 16:12:26
http: GET in /products - 16:12:27
http: GET in /products - 16:43:34
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:43:36
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:43:39
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:43:39
http: GET in /cart/667dd0147f9fedc88db74aac - 16:43:41
http: GET in /products - 16:43:42
http: GET in /products - 16:44:21
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:44:24
http: GET in /products - 16:46:20
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 16:46:24
http: GET in /cart/667dd0147f9fedc88db74aac - 16:46:53
http: GET in /products - 16:46:55
http: GET in /products?page=2 - 16:46:57
http: GET in /products?page=3 - 16:47:00
http: GET in /products?page=4 - 16:47:03
http: GET in /products?page=5 - 16:47:05
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/6682fc92fb1c359a76cd9590 - 16:47:09
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/66830db7d7cc8c4ca5718c4c - 16:47:14
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/66844b5c924cbe55c22aa941 - 16:47:19
http: GET in /products?page=4 - 16:47:24
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/665f9edc8a6ed7395db682d3 - 16:47:26
http: GET in /cart/667dd0147f9fedc88db74aac - 16:47:30
http: POST in /api/carts/667dd0147f9fedc88db74aac/purchase - 16:47:42
http: GET in /cart/667dd0147f9fedc88db74aac - 16:47:45
http: GET in /products - 16:47:47
http: GET in /realtimeproducts - 16:48:29
http: GET in /products - 16:48:29
http: POST in /api/products - 16:48:52
http: GET in /products?page=2 - 16:49:00
http: GET in /products?page=3 - 16:49:02
http: GET in /products?page=4 - 16:49:04
http: GET in /products?page=4 - 16:49:07
http: GET in /products?page=5 - 16:49:10
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/668459a48c47cd7bad6b5025 - 16:49:12
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/66844b5c924cbe55c22aa941 - 16:49:19
http: GET in /cart/667dd0147f9fedc88db74aac - 16:49:21
http: GET in /products - 16:49:23
http: GET in /products?page=2 - 16:49:25
http: GET in /products?page=3 - 16:49:27
http: GET in /products?page=4 - 16:49:29
http: GET in /products?page=5 - 16:49:31
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/668459a48c47cd7bad6b5025 - 16:49:33
http: GET in /login - 17:10:25
http: POST in /api/sessions/login - 17:10:30
http: GET in /products - 17:10:30
http: POST in /api/carts/665e216c125f7a565d57d3af/product/661313e8bf6d8b498139a05e - 17:10:32
http: POST in /api/carts/665e216c125f7a565d57d3af/product/6614374a2066493018690269 - 17:10:33
http: GET in /cart/665e216c125f7a565d57d3af - 17:10:35
http: GET in /products - 17:10:36
http: POST in /api/sessions/logout - 17:11:08
http: GET in /login - 17:11:08
http: POST in /api/sessions/login - 17:19:00
http: GET in /products - 17:19:00
http: GET in /products - 17:19:44
http: GET in /admin/dashboard - 17:19:46
http: GET in /admin/dashboard - 17:20:54
http: GET in /admin/dashboard - 17:20:55
http: GET in /admin/dashboard - 17:20:56
http: GET in /admin/dashboard - 17:21:03
http: GET in /login - 17:23:02
http: POST in /api/sessions/login - 17:23:08
http: GET in /products - 17:23:08
http: GET in /admin/dashboard - 17:23:09
http: GET in /products - 17:23:38
http: GET in /admin/dashboard - 17:23:39
http: GET in /admin/dashboard - 17:24:10
http: GET in /admin/dashboard - 17:24:13
http: GET in /admin/dashboard - 17:24:56
http: GET in /products - 17:24:58
http: GET in /admin - 17:24:59
http: GET in /products - 17:26:59
http: GET in /premium/667dd0147f9fedc88db74aae - 17:28:08
http: GET in /login - 15:45:31
http: GET in /favicon.ico - 15:45:31
http: POST in /api/sessions/login - 15:45:36
http: GET in /products - 15:45:36
http: POST in /api/sessions/logout - 15:45:38
http: GET in /login - 15:45:38
http: POST in /api/sessions/login - 15:45:42
http: GET in /products - 15:45:42
http: POST in /api/sessions/logout - 15:45:44
http: GET in /login - 15:45:44
http: POST in /api/sessions/login - 15:45:47
http: GET in /products - 15:45:47
http: POST in /api/sessions/logout - 15:45:48
http: GET in /login - 15:45:48
http: POST in /api/sessions/login - 15:45:52
http: GET in /products - 15:45:53
http: POST in /api/sessions/logout - 15:45:55
http: GET in /login - 15:45:55
http: POST in /api/sessions/login - 15:45:58
http: GET in /products - 15:45:58
http: GET in /admin - 15:46:00
http: GET in /login - 15:54:00
http: POST in /api/sessions/login - 15:54:06
http: GET in /products - 15:54:06
http: GET in /admin/dashboard - 15:54:07
http: GET in /login - 15:55:26
http: POST in /api/sessions/login - 15:55:31
http: GET in /products - 15:55:31
http: POST in /api/sessions/logout - 15:55:34
http: GET in /login - 15:55:34
http: POST in /api/sessions/login - 15:55:39
http: GET in /products - 15:55:39
http: POST in /api/sessions/logout - 15:55:42
http: GET in /login - 15:55:42
http: POST in /api/sessions/login - 15:55:46
http: GET in /products - 15:55:46
http: POST in /api/sessions/logout - 15:55:47
http: GET in /login - 15:55:47
http: POST in /api/sessions/login - 15:55:50
http: GET in /products - 15:55:50
http: GET in /admin/dashboard - 15:55:52
http: GET in /css/ - 15:55:52
http: GET in /admin/users - 15:56:23
http: GET in /css/ - 15:56:26
http: GET in /logout - 15:58:45
http: GET in /login - 15:58:46
http: POST in /api/sessions/login - 15:58:51
http: GET in /products - 15:58:51
http: GET in /admin/dashboard - 15:58:52
http: GET in /css/ - 15:58:52
http: GET in /admin/users - 15:58:57
http: GET in /css/ - 16:00:46
http: GET in /admin/dashboard - 16:00:47
http: GET in /css/ - 16:00:48
http: GET in /admin/dashboard - 16:00:50
http: GET in /css/ - 16:00:50
http: GET in /admin/dashboard - 16:00:51
http: GET in /css/ - 16:00:51
http: GET in /admin/dashboard - 16:01:01
http: GET in /css/ - 16:01:02
http: GET in /admin/dashboard - 16:01:04
http: GET in /css/ - 16:01:05
http: GET in /admin/products - 16:01:08
http: GET in /css/ - 16:01:09
http: GET in /admin/dashboard - 16:01:59
http: GET in /css/ - 16:01:59
http: GET in /realTimeProducts - 16:02:00
http: GET in /products - 16:02:00
http: GET in /css/ - 16:02:02
